SubwayStation,TimeToSubway,TimeToBusStop,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Park),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_SchoolNearBy(Elementary),HallwayType,Floor,YearBuilt,N_FacilitiesInApt,HeatingType,AptManageType,Size(sqf),SalePrice
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,6,2006,5,individual_heating,management_in_trust,914,203539
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,7,2007,5,individual_heating,management_in_trust,1334,348672
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,13,1997,5,individual_heating,management_in_trust,644,136283
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,23,2005,7,individual_heating,management_in_trust,914,172566
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,1,1993,4,individual_heating,management_in_trust,644,80530
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,2,2005,7,individual_heating,management_in_trust,914,165486
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,17,2007,10,individual_heating,management_in_trust,868,242477
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,12,1978,3,individual_heating,self_management,903,117699
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,3,2005,7,individual_heating,management_in_trust,1184,280530
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,15,2005,7,individual_heating,management_in_trust,572,201769
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,4,2006,5,individual_heating,management_in_trust,818,151327
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,24,2008,8,individual_heating,management_in_trust,914,307964
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,19,2006,5,individual_heating,management_in_trust,811,199115
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,17,2007,4,individual_heating,management_in_trust,1103,243362
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,8,1986,4,central_heating,management_in_trust,1131,197345
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,14,2015,10,individual_heating,management_in_trust,914,406194
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,13,1997,5,individual_heating,management_in_trust,644,86725
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,2,1992,3,individual_heating,management_in_trust,355,37610
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,8,2007,10,individual_heating,management_in_trust,1519,380530
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,14,1992,3,individual_heating,management_in_trust,576,109734
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,21,2005,7,individual_heating,management_in_trust,572,72654
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,1,2006,5,individual_heating,management_in_trust,914,168141
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,15,2005,7,individual_heating,management_in_trust,914,269911
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,8,2006,5,individual_heating,management_in_trust,910,242920
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,7,2008,8,individual_heating,management_in_trust,829,238938
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,8,1993,4,individual_heating,management_in_trust,914,130973
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,13,2005,7,individual_heating,management_in_trust,914,182743
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,6,2015,10,individual_heating,management_in_trust,644,297345
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,644,96460
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,12,1992,3,individual_heating,management_in_trust,355,39823
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,17,2007,5,individual_heating,management_in_trust,1334,347787
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,10,1986,4,central_heating,management_in_trust,1377,209734
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,15,2014,1,individual_heating,self_management,156,55752
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,14,2006,4,individual_heating,management_in_trust,903,167964
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,20,2008,8,individual_heating,management_in_trust,1167,307964
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,13,2005,7,individual_heating,management_in_trust,914,234513
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,12,2006,5,individual_heating,management_in_trust,818,207964
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,4,1993,4,individual_heating,management_in_trust,1288,259292
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,19,1993,4,individual_heating,management_in_trust,644,178761
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,4,2007,10,individual_heating,management_in_trust,1387,398230
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,7,1978,3,individual_heating,self_management,903,218584
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,16,2006,5,individual_heating,management_in_trust,818,180088
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,11,2007,4,individual_heating,management_in_trust,1366,374336
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,8,2006,5,individual_heating,management_in_trust,814,162831
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,1,2009,5,individual_heating,management_in_trust,910,153097
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,14,2005,7,individual_heating,management_in_trust,914,278761
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,7,1992,3,individual_heating,management_in_trust,355,74336
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,9,2007,10,individual_heating,management_in_trust,868,336283
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,21,2015,10,individual_heating,management_in_trust,910,413716
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,11,1993,4,individual_heating,management_in_trust,644,97345
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,6,2005,7,individual_heating,management_in_trust,743,184070
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,7,1992,3,individual_heating,management_in_trust,355,79646
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,2,1993,4,individual_heating,management_in_trust,1288,181415
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,6,2005,7,individual_heating,management_in_trust,743,141592
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,29,2007,10,individual_heating,management_in_trust,1643,339035
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,11,2005,7,individual_heating,management_in_trust,914,238938
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,22,2007,10,individual_heating,management_in_trust,1643,491150
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,6,1993,4,individual_heating,management_in_trust,644,172566
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,4,2007,10,individual_heating,management_in_trust,868,291150
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,5,2005,7,individual_heating,management_in_trust,572,153982
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,12,2006,5,individual_heating,management_in_trust,1437,283185
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,18,2006,5,individual_heating,management_in_trust,1412,323893
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,13,2007,4,individual_heating,management_in_trust,1366,409734
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,13,2005,7,individual_heating,management_in_trust,572,156637
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,9,2009,5,individual_heating,management_in_trust,910,201566
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,19,2005,7,individual_heating,management_in_trust,914,167256
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,914,243362
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,11,2014,9,individual_heating,management_in_trust,843,292035
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,27,2014,9,individual_heating,management_in_trust,910,334513
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,6,2009,5,individual_heating,management_in_trust,1160,191938
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,7,1993,4,individual_heating,management_in_trust,644,99115
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,8,2009,5,individual_heating,management_in_trust,1160,191938
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,7,2006,4,individual_heating,management_in_trust,903,225663
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,19,2008,8,individual_heating,management_in_trust,914,246902
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,4,2006,4,individual_heating,management_in_trust,903,247787
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,8,2005,7,individual_heating,management_in_trust,914,163716
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,15,2014,10,individual_heating,management_in_trust,914,371681
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,42,2007,10,individual_heating,management_in_trust,1643,448672
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,1131,165486
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,15,2005,7,individual_heating,management_in_trust,914,171681
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,6,1986,4,central_heating,management_in_trust,914,237168
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,25,2007,10,individual_heating,management_in_trust,1643,362831
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,24,2006,5,individual_heating,management_in_trust,914,199115
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,17,2005,7,individual_heating,management_in_trust,572,130973
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,24,2007,10,individual_heating,management_in_trust,868,203539
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,43,2007,10,individual_heating,management_in_trust,1387,348672
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,8,2014,10,individual_heating,management_in_trust,914,357522
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,18,2008,8,individual_heating,management_in_trust,914,252212
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,7,1993,4,individual_heating,management_in_trust,644,117256
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,5,2013,7,individual_heating,management_in_trust,644,146256
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,24,2007,10,individual_heating,management_in_trust,1643,371681
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,15,1992,3,individual_heating,management_in_trust,355,78761
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,5,2009,5,individual_heating,management_in_trust,910,201672
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,7,2007,4,individual_heating,management_in_trust,1394,286902
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,12,2013,7,individual_heating,management_in_trust,907,252814
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,13,1997,5,individual_heating,management_in_trust,914,110619
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,8,2005,7,individual_heating,management_in_trust,914,162831
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,5,2005,7,individual_heating,management_in_trust,572,73053
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,7,2008,8,individual_heating,management_in_trust,1167,280530
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,15,2007,5,individual_heating,management_in_trust,1483,309734
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,14,1993,4,individual_heating,management_in_trust,2337,283185
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,3,1992,3,individual_heating,management_in_trust,355,38053
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,14,1992,3,individual_heating,management_in_trust,576,123893
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,4,2013,7,individual_heating,management_in_trust,644,146256
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,7,2005,7,individual_heating,management_in_trust,914,271681
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,20,2007,5,individual_heating,management_in_trust,1483,307079
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,11,2007,10,individual_heating,management_in_trust,1643,345902
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,18,2013,7,individual_heating,management_in_trust,644,265486
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,4,2007,4,individual_heating,management_in_trust,1394,253982
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,2,1978,3,individual_heating,self_management,903,139823
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,27,2007,10,individual_heating,management_in_trust,1643,343628
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,17,2013,7,individual_heating,management_in_trust,644,150778
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,10,1993,4,individual_heating,management_in_trust,914,158407
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,18,2014,10,individual_heating,management_in_trust,914,366371
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,14,2009,5,individual_heating,management_in_trust,1160,234513
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,19,2013,7,individual_heating,management_in_trust,910,389380
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,22,2007,10,individual_heating,management_in_trust,868,206194
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,4,2007,4,individual_heating,management_in_trust,1419,268849
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,5,2009,5,individual_heating,management_in_trust,914,198451
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,15,2005,7,individual_heating,management_in_trust,572,75920
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,4,1986,4,central_heating,management_in_trust,914,232743
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,23,2008,8,individual_heating,management_in_trust,914,230088
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,17,2005,7,individual_heating,management_in_trust,914,228761
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,13,1992,3,individual_heating,management_in_trust,355,43185
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,13,2007,4,individual_heating,management_in_trust,1366,256637
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,16,2007,10,individual_heating,management_in_trust,868,235398
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,6,1992,3,individual_heating,management_in_trust,640,132743
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,14,2007,10,individual_heating,management_in_trust,868,218584
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,27,2015,10,individual_heating,management_in_trust,914,380530
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,15,2008,8,individual_heating,management_in_trust,1167,325221
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,21,2007,10,individual_heating,management_in_trust,1387,353982
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,15,2007,5,individual_heating,management_in_trust,1629,432743
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,19,2005,7,individual_heating,management_in_trust,914,166371
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,12,1992,3,individual_heating,management_in_trust,355,38938
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,16,2007,4,individual_heating,management_in_trust,1103,221238
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,22,2014,9,individual_heating,management_in_trust,1088,470796
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,9,2007,10,individual_heating,management_in_trust,868,245132
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,1,1986,4,central_heating,management_in_trust,1131,146017
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,15,1992,3,individual_heating,management_in_trust,355,38053
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,16,2008,8,individual_heating,management_in_trust,829,161946
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,7,1992,3,individual_heating,self_management,644,86725
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,14,2007,4,individual_heating,management_in_trust,1394,221238
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,12,2009,5,individual_heating,management_in_trust,910,295575
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,5,2007,10,individual_heating,management_in_trust,868,335398
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,7,2009,5,individual_heating,management_in_trust,910,243362
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,14,2009,5,individual_heating,management_in_trust,910,187610
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,22,2005,7,individual_heating,management_in_trust,914,218584
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,15,2006,4,individual_heating,management_in_trust,903,185398
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,3,1986,4,central_heating,management_in_trust,1313,159292
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,16,2015,10,individual_heating,management_in_trust,910,389380
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,9,2007,5,individual_heating,management_in_trust,1273,376106
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,11,1978,3,individual_heating,self_management,779,131858
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,16,2014,9,individual_heating,management_in_trust,910,384070
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,13,2014,9,individual_heating,management_in_trust,640,274336
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,12,1993,4,individual_heating,management_in_trust,644,152212
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,8,1986,4,central_heating,management_in_trust,1796,371681
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,8,2006,4,individual_heating,management_in_trust,903,265486
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,8,1978,3,individual_heating,self_management,903,194690
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,13,2006,5,individual_heating,management_in_trust,910,232743
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,5,2008,8,individual_heating,management_in_trust,914,170796
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,5,2005,7,individual_heating,management_in_trust,572,207079
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,13,2008,8,individual_heating,management_in_trust,829,253097
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,4,2005,7,individual_heating,management_in_trust,572,115044
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,3,1986,4,central_heating,management_in_trust,914,153982
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,17,2009,5,individual_heating,management_in_trust,914,200522
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,26,2007,10,individual_heating,management_in_trust,868,274336
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,5,2013,7,individual_heating,management_in_trust,644,147761
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,15,2013,7,individual_heating,management_in_trust,910,260707
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,31,2007,10,individual_heating,management_in_trust,1643,350008
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,5,1992,3,individual_heating,self_management,644,84955
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,4,2005,7,individual_heating,management_in_trust,914,252212
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,7,2014,2,individual_heating,management_in_trust,288,99115
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,4,2005,7,individual_heating,management_in_trust,914,188495
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,15,2014,10,individual_heating,management_in_trust,914,378761
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,23,2007,4,individual_heating,management_in_trust,914,216814
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,12,2007,4,individual_heating,management_in_trust,1394,291238
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,14,1992,3,individual_heating,management_in_trust,576,119469
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,17,2014,9,individual_heating,management_in_trust,640,263716
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,6,1993,4,individual_heating,management_in_trust,1451,184070
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,2,1992,3,individual_heating,management_in_trust,576,119469
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,11,1992,3,individual_heating,management_in_trust,576,118584
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,14,2014,10,individual_heating,management_in_trust,1252,451327
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,13,2007,10,individual_heating,management_in_trust,1387,400000
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,12,2014,1,individual_heating,self_management,192,74336
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,11,1986,4,central_heating,management_in_trust,1796,247787
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,8,1986,4,central_heating,management_in_trust,1131,296460
Daegu,5min~10min,0~5min,1,2,1,2,5,0,76,2,corridor,10,1985,3,individual_heating,self_management,587,79646
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,4,2015,10,individual_heating,management_in_trust,910,389380
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,16,2006,5,individual_heating,management_in_trust,1743,349557
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,2,1986,4,central_heating,management_in_trust,1313,262831
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,2,2006,5,individual_heating,management_in_trust,811,253097
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,13,2007,10,individual_heating,management_in_trust,868,218584
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,3,2006,5,individual_heating,management_in_trust,818,176991
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,19,2007,4,individual_heating,management_in_trust,1394,295575
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,11,1992,3,individual_heating,management_in_trust,355,38053
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,5,2014,2,individual_heating,management_in_trust,288,98407
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,12,2013,7,individual_heating,management_in_trust,910,371681
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,11,1992,3,individual_heating,self_management,1448,134513
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,22,2005,7,individual_heating,management_in_trust,914,262831
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,17,1993,4,individual_heating,management_in_trust,644,97345
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,4,1993,4,individual_heating,management_in_trust,644,149557
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,14,1992,3,individual_heating,management_in_trust,640,119469
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,28,2006,5,individual_heating,management_in_trust,1437,265486
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,5,2013,7,individual_heating,management_in_trust,907,353982
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,24,2014,10,individual_heating,management_in_trust,914,371681
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,13,2005,7,individual_heating,management_in_trust,1184,210619
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,12,2007,4,individual_heating,management_in_trust,1103,315044
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,2,1992,3,individual_heating,management_in_trust,355,34513
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,5,2013,7,individual_heating,management_in_trust,907,281415
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,18,1992,3,individual_heating,self_management,914,110619
